offer_24569,car_29939,FALSE
offer_10821,car_24935,FALSE
offer_11042,car_4633,FALSE
offer_11446,car_6248,TRUE
offer_11784,car_1788,TRUE
offer_11892,car_27643,FALSE
offer_12901,car_15304,FALSE
offer_12901,car_32274,FALSE
offer_1291,car_6595,FALSE
offer_13229,car_27815,FALSE
offer_1389,car_27335,FALSE
offer_14195,car_24998,TRUE
offer_15795,car_10540,TRUE
offer_16152,car_10413,TRUE
offer_16152,car_35621,TRUE
offer_16507,car_24969,TRUE
offer_1657,car_13105,TRUE
offer_16818,car_8330,TRUE
offer_17274,car_15340,FALSE
offer_1739,car_3181,FALSE
offer_17449,car_7077,FALSE
offer_17769,car_13432,TRUE
offer_18892,car_1808,TRUE
offer_18892,car_28855,TRUE
offer_18902,car_15340,FALSE
offer_19379,car_14056,TRUE
offer_19739,car_24954,TRUE
offer_20419,car_29479,TRUE
offer_20500,car_22593,TRUE
offer_21291,car_9464,FALSE
offer_2131,car_31334,FALSE
offer_21663,car_14327,FALSE
offer_2168,car_6527,FALSE
offer_21855,car_14658,FALSE
offer_22040,car_26874,TRUE
offer_22845,car_29939,FALSE
offer_22970,car_16296,TRUE
offer_2335,car_7911,TRUE
offer_23350,car_2976,TRUE
offer_2350,car_17482,TRUE
offer_24537,car_25587,FALSE
offer_24569,car_26565,FALSE
offer_24619,car_12121,TRUE
offer_24899,car_16707,FALSE
offer_24981,car_3181,FALSE
offer_25650,car_24737,TRUE
offer_25956,car_759,TRUE
offer_2678,car_24741,TRUE
offer_2798,car_24931,FALSE
offer_3,car_15300,TRUE
offer_3625,car_26564,FALSE
offer_3684,car_1994,TRUE
offer_3926,car_25787,TRUE
offer_4337,car_18214,FALSE
offer_4337,car_28152,FALSE
offer_4836,car_31837,FALSE
offer_57,car_29279,TRUE
offer_5714,car_36969,TRUE
offer_5725,car_11703,TRUE
offer_6584,car_25657,FALSE
offer_6708,car_2481,TRUE
offer_6877,car_29530,TRUE
offer_7019,car_21920,TRUE
offer_7399,car_14163,TRUE
offer_7749,car_13057,TRUE
offer_8070,car_13432,FALSE
offer_9321,car_22400,TRUE
offer_5709,car_29279,TRUE
car_755,offer_625,FALSE
car_37084,offer_9643,FALSE
car_691,offer_438,TRUE
car_7656,offer_14342,TRUE
car_18244,offer_23280,FALSE
car_8079,offer_2211,TRUE
car_37085,offer_20141,TRUE
car_8079,offer_23280,TRUE
car_18244,offer_3194,FALSE
car_30877,offer_8420,TRUE
car_30877,offer_3875,FALSE
car_30855,offer_24585,FALSE
car_30877,offer_5545,TRUE
car_25949,offer_1821,FALSE
car_28902,offer_23374,TRUE
car_13406,offer_6048,TRUE
car_35916,offer_2864,FALSE
car_4468,offer_5431,FALSE
car_9359,offer_10462,TRUE
car_9629,offer_11236,TRUE
car_9630,offer_1844,TRUE
car_8408,offer_23723,TRUE
car_8408,offer_25551,TRUE
car_8410,offer_2380,FALSE
car_4663,offer_872,TRUE
car_10629,offer_3394,TRUE
car_4667,offer_4650,TRUE
car_9447,offer_26823,FALSE
car_4782,offer_18285,FALSE
car_643,offer_4943,FALSE
car_29251,offer_5882,TRUE
car_29561,offer_19586,TRUE
car_29561,offer_21274,TRUE
car_29561,offer_14482,FALSE
car_31334,offer_2586,TRUE
car_1721,offer_1305,FALSE
car_9121,offer_2720,FALSE
car_643,offer_3444,FALSE
car_1051,offer_17747,TRUE
car_18831,offer_5330,TRUE
car_8440,offer_2641,TRUE
car_9529,offer_8484,TRUE
car_11951,offer_22222,TRUE
car_17902,offer_24146,TRUE
car_870,offer_8888,TRUE
car_2829,offer_20315,FALSE
car_22657,offer_7695,FALSE
car_25251,offer_17512,TRUE
car_11700,offer_20878,TRUE
car_11700,offer_21480,FALSE
car_12829,offer_21480,TRUE
car_22636,offer_23316,TRUE
car_25119,offer_8281,TRUE
car_11700,offer_6638,FALSE
car_22656,offer_7009,FALSE
car_23752,offer_21088,FALSE
car_10333,offer_4107,FALSE
car_23745,offer_20689,FALSE
car_11512,offer_3739,TRUE
car_31354,offer_3161,FALSE
car_10256,offer_16418,FALSE
car_922,offer_23300,TRUE
car_34274,offer_12932,TRUE
car_5306,offer_3489,TRUE
car_921,offer_25364,TRUE
car_35984,offer_12772,TRUE
car_36182,offer_8045,TRUE
car_1247,offer_22034,TRUE
car_12270,offer_2301,FALSE
car_11060,offer_6469,FALSE
car_4945,offer_8731,TRUE
car_7477,offer_10739,TRUE
